,ApplicantEducationID,ApplicantID,DateStart,DateEnd,EducationInstituteName,Score,EducationLevelID,MajorID,Degree
1078,1089,4856,2016-06-01 00:00:00.0000000,2018-06-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH JEMBER,358.0,2,4.0,True
1079,1090,4856,2013-05-01 00:00:00.0000000,2016-05-01 00:00:00.0000000,POLITEKNIK NEGERI JEMBER,330.0,4,4.0,True
1080,1091,4869,2014-09-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,SEKOLAH TINGGI ILMU EKONOMI INDONESIA,3.42,2,7.0,False
1081,1092,4808,2012-08-01 00:00:00.0000000,2018-05-01 00:00:00.0000000,UNIVERSITAS TRISAKTI,2.53,2,15.0,True
1082,1093,4870,2014-08-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.52,2,6.0,True
1083,1094,4873,2010-09-01 00:00:00.0000000,2015-04-01 00:00:00.0000000,BINA NUSANTARA UNIVERSITY,2.35,2,15.0,True
1084,1095,4899,2011-09-01 00:00:00.0000000,2015-04-01 00:00:00.0000000,UNIVERSITAS TRISAKTI,3.01,2,15.0,True
1085,1096,4899,2015-09-01 00:00:00.0000000,2018-10-01 00:00:00.0000000,INSTITUT PERTANIAN BOGOR,3.64,1,7.0,False
1086,1097,4898,2015-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,POLITEKNIK NEGERI MADIUN,3.67,4,2.0,True
1087,1098,4907,2013-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS PEKALONGAN,394.0,2,6.0,True
1088,1099,4895,2014-09-01 00:00:00.0000000,2018-05-01 00:00:00.0000000,UNIVERSITAS  AIRLANGGA,3.62,2,6.0,True
1089,1100,4958,2011-09-01 00:00:00.0000000,2017-03-01 00:00:00.0000000,BINUS UNIVERSITY,2.43,2,2.0,True
1090,1101,4981,2001-06-01 00:00:00.0000000,2004-06-01 00:00:00.0000000,SMK PEMDA TANJUNGBALAI,8.0,6,,True
1091,1102,4956,2014-03-01 00:00:00.0000000,2018-04-01 00:00:00.0000000,MERCU BUANA,367.0,2,2.0,False
1092,1103,4922,2013-09-01 00:00:00.0000000,2017-10-01 00:00:00.0000000,INSTITUT PERTANIAN BOGOR,3.38,2,7.0,True
1093,1104,4922,2010-06-01 00:00:00.0000000,2013-06-01 00:00:00.0000000,SMA NEGERI 29 JAKARTA,9.65,5,13.0,False
1094,1105,5167,2014-08-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS KATOLIK PARAHYANGAN,2.81,2,6.0,True
1095,1106,5010,2014-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,POLITEKNIK NEGERI JAKARTA,3.39,3,2.0,True
1096,1107,5177,2015-03-01 00:00:00.0000000,2017-02-01 00:00:00.0000000,UNIVERSITAS MERCU BUANA,378.0,2,4.0,True
1097,1108,5177,2010-03-01 00:00:00.0000000,2014-03-01 00:00:00.0000000,AMIK BSI JAKARTA,382.0,4,2.0,True
1098,1109,5177,2005-03-01 00:00:00.0000000,2008-03-01 00:00:00.0000000,SMA NEGERI 78,95.0,5,15.0,True
1099,1110,5177,2002-03-01 00:00:00.0000000,2005-03-01 00:00:00.0000000,SMP NEGERI 100,93.0,7,,True
1100,1111,5177,1996-03-01 00:00:00.0000000,2002-03-01 00:00:00.0000000,SD NEGERI KKA 14 PAGI,90.0,8,,True
1101,1112,4941,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS INDRAPRASTA PGRI,3.53,2,7.0,True
1102,1113,4968,2005-08-01 00:00:00.0000000,2010-10-01 00:00:00.0000000,STTPLN,2.53,2,4.0,True
1103,1114,5187,2014-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS INDONESIA,324.0,2,7.0,True
1104,1115,4940,2014-10-01 00:00:00.0000000,2016-08-01 00:00:00.0000000,WARMADEWA,3.88,1,6.0,False
1105,1116,5193,2014-10-01 00:00:00.0000000,2018-10-01 00:00:00.0000000,UNIVERSITAS TRISAKTI,3.1,2,,True
1106,1117,4951,2009-08-01 00:00:00.0000000,2013-10-01 00:00:00.0000000,UNIVERSITAS NEGERI YOGYAKARTA ,360.0,2,7.0,True
1107,1118,5200,2014-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS DARMA PERSADA,3.25,2,2.0,True
1108,1119,5206,2012-08-01 00:00:00.0000000,2016-10-01 00:00:00.0000000,UNIVERSITAS KOMPUTER INDONESIA,3.53,2,2.0,True
1109,1120,5173,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,POLITEKNIK STMI JAKARTA,3.61,3,15.0,True
1110,1121,5164,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS PANCASILA JAKARTA,3.19,2,6.0,True
1111,1122,5211,2014-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UIN SUNAN AMPEL SURABAYA,3.54,2,7.0,True
1112,1123,5178,2014-09-01 00:00:00.0000000,2018-05-01 00:00:00.0000000,MULTIMEDIA NUSANTARA UNIVERSITY,351.0,2,7.0,True
1113,1124,5213,2015-09-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,UNIVERSITAS INDONESIA,3.71,2,7.0,True
1114,1125,5213,2009-08-01 00:00:00.0000000,2012-08-01 00:00:00.0000000,POLTEKKES KEMENKES JAKARTA I,3.55,4,7.0,True
1115,1126,5210,2014-09-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,UNIVERSITAS PANCASILA,3.44,2,6.0,True
1116,1127,5229,2014-09-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,UNIVERSITAS JEDERAL SOEDIRMAN,353.0,2,7.0,True
1117,1128,5232,2012-09-01 00:00:00.0000000,2016-11-01 00:00:00.0000000,UNIVERSITAS JAYABAYA,325.0,2,10.0,True
1118,1129,5238,2013-08-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,UNIVERSITAS SAM RATULANGI,357.0,2,15.0,True
1119,1130,5243,2013-09-01 00:00:00.0000000,2017-10-01 00:00:00.0000000,UNIVERSITAS TEKNOLOGI YOGYAKARTA,320.0,2,,True
1120,1131,5250,2018-07-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS NEGERI JAKARTA,3.55,2,7.0,True
1121,1132,4971,2015-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS BINA SARANA INFORMATIKA,3.74,4,5.0,True
1122,1133,4971,2012-09-01 00:00:00.0000000,2015-09-01 00:00:00.0000000,SMA MUHAMMADIYAH 5 TEBET,8.21,5,13.0,True
1123,1134,5259,2004-08-01 00:00:00.0000000,2008-08-01 00:00:00.0000000,SEKOLAH TINGGI ILMU EKONOMI KESATUAN,3.7,2,15.0,True
1124,1135,5259,2001-07-01 00:00:00.0000000,2004-07-01 00:00:00.0000000,SEKOLAH MENENGAH UMUM NEGERI 1 CIAWI,7.8,5,13.0,True
1125,1136,5261,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS NEGERI SEMARANG,3.53,2,7.0,True
1126,1137,5266,2011-08-01 00:00:00.0000000,2015-08-01 00:00:00.0000000,UNIVERSITAS BUDDHI DHARMA,3.46,2,7.0,True
1127,1139,5260,2011-08-01 00:00:00.0000000,2015-12-01 00:00:00.0000000,UNIVERSITAS 45 SURABAYA,2.9,2,3.0,False
1128,1140,5303,2002-07-01 00:00:00.0000000,2009-07-01 00:00:00.0000000,UNIVERSITAS PERSADA INDONESIA YAI,274.0,2,3.0,True
1129,1141,5326,2013-09-01 00:00:00.0000000,2017-02-01 00:00:00.0000000,UNIVERSITAS MULTIMEDIA NUSANTARA,376.0,2,10.0,True
1130,1142,3612,2014-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,344.0,3,16.0,True
1131,1143,3612,2011-06-01 00:00:00.0000000,2014-05-01 00:00:00.0000000,SMK NEGERI 2 BALIKPAPAN,785.0,6,4.0,False
1132,1144,3612,2008-06-01 00:00:00.0000000,2011-05-01 00:00:00.0000000,SMK NEGERI 29 SAMARINDA,8.0,7,,False
1133,1145,3612,2002-06-01 00:00:00.0000000,2008-05-01 00:00:00.0000000,SDN 005 BALIKPAPAN TENGAH,85.0,8,,False
1134,1146,5365,2012-08-01 00:00:00.0000000,2018-06-01 00:00:00.0000000,TRISAKTI,3.08,2,6.0,False
1135,1147,5366,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,367.0,2,2.0,True
1136,1148,5363,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,3.34,2,15.0,True
1137,1149,5227,2014-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,STIE PERBANAS SURABAYA (JURUSAN MANAJEMEN) ,3.37,2,17.0,True
1138,1150,5012,2014-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,345.0,2,7.0,False
1139,1151,5321,2014-09-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,367.0,2,15.0,True
1140,1152,5344,2015-08-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,UNIVERSITAS SEBELAS MARET (UNS),3.53,4,7.0,True
1141,1153,5448,2015-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,POLITEKNIK NEGERI JAKARTA,3.78,4,2.0,True
1142,1154,5480,2000-06-01 00:00:00.0000000,2003-06-01 00:00:00.0000000,SMA NEGERI 1 MALANG,754.0,5,7.0,False
1143,1155,5441,2014-08-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS DARMA PERSADA,3.31,2,2.0,True
1144,1156,5485,2014-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS PADJADJARAN,3.14,2,15.0,True
1145,1157,5499,2014-07-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS PROF. DR. MOESTOPO (BERAGAMA),327.0,2,10.0,True
1146,1158,5493,2013-09-01 00:00:00.0000000,2017-05-01 00:00:00.0000000,UNIVERSITAS TRISAKTI,3.31,2,2.0,True
1147,1160,5513,2012-08-01 00:00:00.0000000,2015-09-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,299.0,4,4.0,True
1148,1161,5427,2010-07-01 00:00:00.0000000,2014-09-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,3.4,2,16.0,True
1149,1162,5525,2014-09-01 00:00:00.0000000,2018-06-01 00:00:00.0000000,UNIVERSITAS ISLAM INDONESIA,3.72,2,6.0,False
1150,1163,5394,2014-09-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,3.57,2,2.0,True
1151,1164,5347,2015-07-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,INSTITUT PERTANIAN BOGOR,320.0,4,7.0,True
1152,1165,5325,2011-09-01 00:00:00.0000000,2016-02-01 00:00:00.0000000,INSTITUT BISNIS DAN INFORMATIKA KOSGORO 1957,3.4,2,7.0,True
1153,1166,5568,2011-09-01 00:00:00.0000000,2016-03-01 00:00:00.0000000,UNESA,3.2,2,7.0,True
1154,1167,5558,2008-10-01 00:00:00.0000000,2013-10-01 00:00:00.0000000,ESA UNGGUL,303.0,2,10.0,True
1155,1168,5520,2009-09-01 00:00:00.0000000,2016-12-01 00:00:00.0000000,UNIVERSITAS GADJAH MADA,3.52,2,3.0,True
1156,1169,5606,2009-12-01 00:00:00.0000000,2012-04-01 00:00:00.0000000,UNIVERSITAS PANCASILA,3.03,2,2.0,False
1157,1170,5627,2015-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,AKBID BUDI KEMULIAAN,3.45,4,15.0,True
1158,1171,5626,2011-04-01 00:00:00.0000000,2015-08-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH BENGKULU,3.09,2,4.0,True
1159,1172,5536,2012-08-01 00:00:00.0000000,2016-08-01 00:00:00.0000000,SRIWJAYA UNIVERSITY,3.28,2,7.0,True
1160,1173,5660,2015-05-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,UNIVERSITAS INDONESIA,3.45,4,1.0,True
1161,1174,5665,2014-09-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,STIE AHMAD DAHLAN JAKARTA,3.84,2,2.0,False
1162,1175,5625,2014-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS JENDERAL SOEDIRMAN,333.0,2,6.0,True
1163,1176,5631,2014-10-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS PAMULANG,3.58,2,7.0,True
1164,1177,5687,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS NEGERI JAKARTA,3.73,2,15.0,False
1165,1178,5684,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS NEGERI JAKARTA,376.0,2,7.0,True
1166,1179,5636,2014-10-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS PAMULANG,3.68,2,7.0,True
1167,1180,5680,2014-08-01 00:00:00.0000000,2014-09-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,3.47,2,3.0,True
1168,1181,5686,2015-09-01 00:00:00.0000000,0011-03-01 00:00:00.0000000,AKADEMI PARIWISATA JAKARTA,3.3,4,1.0,True
1169,1182,5689,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,GUNADARMA UNIVERSITY,3.28,2,3.0,True
1170,1183,5519,2015-09-01 00:00:00.0000000,2019-09-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH TANGERANG,34.0,2,2.0,True
1171,1184,5695,2011-09-01 00:00:00.0000000,2015-09-01 00:00:00.0000000,UNIVERSITAS PANCASILA,3.05,2,6.0,True
1172,1186,5735,2011-08-01 00:00:00.0000000,2016-02-01 00:00:00.0000000,UNIVERSITAS KRISTEN INDONESIA,317.0,2,10.0,False
1173,1187,5734,2011-09-01 00:00:00.0000000,2016-10-01 00:00:00.0000000,UNIVERSITAS KRISTEN INDONESIA,329.0,2,10.0,True
1174,1188,5737,2013-08-01 00:00:00.0000000,2017-06-01 00:00:00.0000000,UNIVERSITAS SEBELAS MARET,3.43,2,6.0,True
1175,1189,5747,2014-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS DIAN NUSWANTORO,3.6,2,,True
1176,1190,5736,2014-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,POLITEKNIK NEGERI JAKARTA,3.27,3,8.0,True
1177,1191,5758,2011-09-01 00:00:00.0000000,2016-09-01 00:00:00.0000000,UNIVERSITAS ISLAM INDONESIA,2.85,2,7.0,False
1178,1192,5762,2008-09-01 00:00:00.0000000,2013-03-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,3.09,2,7.0,True
1179,1193,5752,2015-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,POLITEKNIK NEGERI JAKARTA,3.35,4,2.0,False
1180,1194,5760,2012-08-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,UNIVERSITAS INDONESIA,3.11,2,7.0,True
1181,1197,5728,2014-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,3.74,2,3.0,True
1182,1198,5771,2014-08-01 00:00:00.0000000,2018-10-01 00:00:00.0000000,BINA NUSANTARA,294.0,2,4.0,True
1183,1199,5763,2014-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS NASIONAL,3.55,2,10.0,True
1184,1200,5692,2014-09-01 00:00:00.0000000,2018-06-01 00:00:00.0000000,NANJING UNIVERSITY OF INFORMATION SCIENCE AND TECHNOLOGY,280.0,2,4.0,True
1185,1201,5424,2015-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS NEGERI JAKARTA,3.34,4,10.0,True
1186,1202,5783,2008-09-01 00:00:00.0000000,2012-10-01 00:00:00.0000000,UNIVERSITAS PAKUAN,303.0,2,,True
1187,1203,5301,2010-08-01 00:00:00.0000000,2014-09-01 00:00:00.0000000,UNIVERSITAS NEGERI JAKARTA,3.43,2,7.0,True
1188,1204,2212,2015-07-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,POLITEKNIK NEGERI JAKARTA,3.84,4,15.0,True
1189,1205,4959,2010-08-01 00:00:00.0000000,2015-01-01 00:00:00.0000000,"ABFII PERBANAS, JAKARTA",3.03,2,15.0,True
1190,1206,5785,2014-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,STMIK ERESHA,3.11,2,4.0,True
1191,1207,5792,2009-09-01 00:00:00.0000000,2013-08-01 00:00:00.0000000,SEKOLAH TINGGI ILMU KESEHATAN,3.52,2,7.0,True
1192,1208,5797,2012-08-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,UNIVERSITAS BUNDA MULIA ,265.0,2,14.0,True
1193,1209,5802,2014-09-01 00:00:00.0000000,2018-06-01 00:00:00.0000000,LSPR JAKARTA,2.86,2,10.0,True
1194,1210,5454,2007-07-01 00:00:00.0000000,2010-07-01 00:00:00.0000000,SMK WASKITO,9.0,6,,False
1195,1211,5814,2012-09-01 00:00:00.0000000,2017-04-01 00:00:00.0000000,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,3.18,2,15.0,True
1196,1212,5640,2015-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,BINA SARANA INFORMATIKA JAKARTA,3.77,4,2.0,False
1197,1213,5640,2012-07-01 00:00:00.0000000,2015-05-01 00:00:00.0000000,SMK EKONOMIKA DEPOK,273.0,6,2.0,False
1198,1214,5824,2013-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS INDRAPRASTA PGRI JAKARTA,3.41,2,7.0,True
1199,1215,5526,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS PANCASILA,3.37,2,6.0,True
1200,1216,5804,2012-09-01 00:00:00.0000000,2017-07-01 00:00:00.0000000,UNIVERSITAS ISLAM INDONESIA,3.24,2,6.0,True
1201,1217,5831,2014-11-01 00:00:00.0000000,2018-10-01 00:00:00.0000000,UNIVERSITAS DIPONEGORO,3.75,2,6.0,True
1202,1218,5833,2012-09-01 00:00:00.0000000,2016-08-01 00:00:00.0000000,SEKOLAH TINGGI TEKNIK PLN JAKARTA,3.4,2,4.0,True
1203,1219,5666,2015-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS BINA SARANA INFORMATIKA,364.0,4,5.0,True
1204,1220,5534,2014-09-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,UIN SYARIF HIDAYATULLAH JAKARTA ( JURUSAN PERBANKAN SYARIAH),356.0,2,7.0,True
1205,1221,5296,2013-09-01 00:00:00.0000000,2017-05-01 00:00:00.0000000,UNIVERSITAS ISLAM 45 BEKASI,3.96,2,10.0,True
1206,1222,5617,2015-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,BINA SARANA INFORMATIKA,3.55,4,7.0,True
1207,1223,5845,2014-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,3.91,2,7.0,True
1208,1224,5844,2015-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITY DIPONEGORO,331.0,4,8.0,True
1209,1225,5294,2014-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,BINA SARANA INFORMATIKA,3.44,4,10.0,True
1210,1226,5871,2013-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,356.0,2,,True
1211,1227,5635,2014-10-01 00:00:00.0000000,2017-10-01 00:00:00.0000000,UNIVERSITAS NEGERI JAKARTA,3.18,2,8.0,False
1212,1228,5333,2013-09-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,UNIVERSITAS GADJAH MADA,3.63,2,15.0,True
1213,1229,5837,2014-10-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,UNIVERSITAS PAMULANG,375.0,2,7.0,True
1214,1230,5615,2015-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,AKADEMI SEKRETARI DAN MANAJEMEN BINA SARANA INFORMATIKA JAKARTA,3.81,4,7.0,True
1215,1231,5811,2013-06-01 00:00:00.0000000,2017-10-01 00:00:00.0000000,17 AGUSTUS 1945 SEMARANG ,3.45,2,6.0,True
1216,1232,5898,2015-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,POLITEKNIK NEGERI JAKARTA,3.69,4,7.0,True
1217,1233,5867,2013-07-01 00:00:00.0000000,2017-07-01 00:00:00.0000000,UNIVERSITAS TRISAKTI,3.38,2,6.0,True
1218,1234,5533,2011-09-01 00:00:00.0000000,2014-12-01 00:00:00.0000000,BINA SARANA INFORMATIKA,2.99,4,16.0,True
1219,1236,5439,2007-08-01 00:00:00.0000000,2012-01-01 00:00:00.0000000,UNIVERSITY OF SUMATERA UTARA,298.0,2,3.0,True
1220,1237,5905,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,3.46,2,2.0,True
1221,1238,5332,2013-09-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH MALANG,3.76,2,3.0,True
1222,1239,5742,2013-08-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,UNIVERSITAS CENDERAWASIH,3.42,2,6.0,True
1223,1240,5927,2014-07-01 00:00:00.0000000,2017-10-01 00:00:00.0000000,POLITEKNIK APP JAKARTA,2.75,4,2.0,True
1224,1241,5929,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,372.0,2,2.0,True
1225,1242,5916,2013-09-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,UNIVERSITAS LAMPUNG,3.15,2,7.0,True
1226,1243,5935,2011-10-01 00:00:00.0000000,2017-03-01 00:00:00.0000000,STMIK ASIA MALANG,305.0,2,4.0,True
1227,1244,5937,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,POLITEKNIK STMI,3.64,3,7.0,True
1228,1245,5937,2012-06-01 00:00:00.0000000,2014-05-01 00:00:00.0000000, SMKN 3 JAKARTA,31.7,6,2.0,False
1229,1246,5937,2008-06-01 00:00:00.0000000,2012-06-01 00:00:00.0000000,SMPN 57 JAKARTA,297.0,7,,False
1230,1247,5892,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS DARMA PERSADA,354.0,2,15.0,True
1231,1248,5938,2015-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,BINA SARANA INFORMATIKA (BSI) JAKARTA,3.71,4,7.0,False
1232,1249,5947,2014-06-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,3.72,2,8.0,True
1233,1250,5950,2014-08-01 00:00:00.0000000,2018-06-01 00:00:00.0000000,SEKOLAH TINGGI ILMU EKONOMI TRIANANDRA,3.24,2,2.0,True
1234,1251,5466,2014-09-01 00:00:00.0000000,2018-10-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,3.77,2,4.0,True
1235,1252,5381,2013-08-01 00:00:00.0000000,2017-05-01 00:00:00.0000000,TELKOM UNIVERSITY,3.48,2,7.0,True
1236,1253,5967,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS NEGERI JAKARTA,3.44,2,7.0,True
1237,1254,5968,2010-09-01 00:00:00.0000000,2014-12-01 00:00:00.0000000,STIE SERELO LAHAT,2.86,2,7.0,True
1238,1255,5312,2016-09-01 00:00:00.0000000,2018-10-01 00:00:00.0000000,POLITEKNIK LP3I JAKARTA UTARA,3.35,4,2.0,False
1239,1256,5976,2014-08-01 00:00:00.0000000,2018-12-01 00:00:00.0000000,KALBIS INSTITUTE,3.46,2,7.0,True
1240,1257,5977,2014-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,POLITEKNIK NEGERI JAKARTA,363.0,3,2.0,True
1241,1258,5975,2012-08-01 00:00:00.0000000,2016-04-01 00:00:00.0000000,UNIVERSITAS JEMBER,3.28,1,7.0,True
1242,1259,5981,2015-06-01 00:00:00.0000000,2018-05-01 00:00:00.0000000,SMK NEGERI 58 JAKARTA,191.5,6,11.0,True
1243,1260,5980,2015-06-01 00:00:00.0000000,2018-05-01 00:00:00.0000000,SMKN 58 JAKARTA,240.0,6,15.0,True
1244,1261,5337,2013-08-01 00:00:00.0000000,2014-09-01 00:00:00.0000000,POLITEKNIK NEGERI JAKARTA,338.0,3,15.0,True
1245,1262,5991,2012-06-01 00:00:00.0000000,2016-03-01 00:00:00.0000000,STIE MAHARDHIKA SURABAYA,3.34,2,2.0,False
1246,1263,5996,2015-09-01 00:00:00.0000000,2017-09-01 00:00:00.0000000,INSTITUT PERTANIAN BOGOR,3.62,2,7.0,True
1247,1264,5996,2012-09-01 00:00:00.0000000,2012-07-01 00:00:00.0000000,INSTITUT PERTANIAN BOGOR,3.83,4,7.0,True
1248,1265,5996,2008-06-01 00:00:00.0000000,2011-06-01 00:00:00.0000000,SMA NEGERI 1 PEMATANGSIANTAR,8.8,5,13.0,True
1249,1266,5996,2005-06-01 00:00:00.0000000,2008-06-01 00:00:00.0000000,SMP NEGERI 1 PEMATANGSIANTAR,7.8,7,,True
1250,1267,5996,1999-06-01 00:00:00.0000000,2005-06-01 00:00:00.0000000,SD NEGERI 125543 PEMATANGSIANTAR,8.0,8,,True
1251,1268,5997,2006-08-01 00:00:00.0000000,2010-03-01 00:00:00.0000000,IPB,313.0,2,15.0,True
1252,1269,5892,2011-06-01 00:00:00.0000000,2014-05-01 00:00:00.0000000,SMA NEGERI 13 JAKARTA,792.0,5,13.0,False
1253,1270,6002,2013-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS ISLAM INDONESIA,35.0,2,15.0,True
1254,1271,6001,2011-08-01 00:00:00.0000000,2015-09-01 00:00:00.0000000,UNIVERSITAS NEGERI JAKARTA,3.46,2,7.0,True
1255,1272,5877,2015-05-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,POLITEKNIK MEDIA KREATIF,3.23,4,14.0,True
1256,1273,6021,2009-09-01 00:00:00.0000000,2013-03-01 00:00:00.0000000,UNIVERSITAS 17 AGUSTUS 1945,3.14,2,2.0,True
1257,1274,5217,2014-09-01 00:00:00.0000000,2017-09-01 00:00:00.0000000,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER BSI JAKARTA,3.4,4,15.0,True
1258,1275,6020,2015-08-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.52,4,7.0,True
1259,1276,6023,2014-09-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,INSTITUT AGAMA ISLAM NEGERI BATUSANGKAR,3.68,4,16.0,True
1260,1277,6024,2011-09-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS METHODIST INDONESIA,3.0,2,4.0,True
1261,1278,6027,2012-08-01 00:00:00.0000000,2017-01-01 00:00:00.0000000,UNIVERSITAS NEGERI SURABAYA,3.56,2,7.0,True
1262,1279,6026,2007-08-01 00:00:00.0000000,2012-03-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA SURABABAYA,3.2,2,3.0,True
1263,1280,5379,2013-08-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,UNIVERSITY OF HKBP NOMMENSEN,310.0,2,15.0,False
