JobID,Description,EducationLevelID,FunctionPositionID,JobStatus,JobTitle,Requirement,SalaryMax,SalaryMin,HiredQuota,DepartmentID,CityID,CompanyID,ProvinceID,SkipTest,MajorID,DbName,UsiaMax,UsingGlasses,IQMin,IsSpecificEducationLevel,DriverLicenseType,IsSpesificDriverLicense,Gender,IsSpecificAge,IsSpecificGender,IsSpecificIQ,IsSpecificMarital,MaritalStatus,AdsStatisticID
17,bertanggung jawab melakukan support atas segala kebutuhan marketingbertanggung jawab menerima telpon masuk baik dari klien baru ataupun klien existingmembuat penawaran harga untuk klienmengirimkan penawaran harga kepada klienmelakukan follow up kepada klienmengelola segala kebutuhan promosi dan komunikasi baik hard maupun softcopymembuat materi keperluan marketing misalnya email blast korespondensi dengan klien dllmelakukan support dalam administrasi tender melakukan pengklasifikasian dan menjaga data datamemasukan data data ke sistem erp menjalin komunikasi yang baik dengan klien dan mempertahankan klien yang telah adamelakukan koordinasi dengan divisi lain yang terkait dengan kegiatan marketing misalnya maintenancemelakukan pelaporan mengenai produk yang telah disewa digunakan oleh klien misalnya laporan foto billboardmengerjakan pekerjaan marketing administrasi dan kesekretarisan lainnyamembuat laporan harianmengirimkan penawaran perpanjangan harga dan,2,15,Close,account officer,laki laki atau perempuanusia maksimal tahuns komunikasi jurusan adertising lebih diutamakan memiliki kemampuan berkomunikasi yang baikservice orientedmenguasai microsoft office ms word ms excel dan ms power pointmampu bekerja dibawah tekanan,4500000,4000000,2,8,2,1,2,True,10,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
19,melakukan kegiatan perawan asset bangunan perusahaansecara periodik melakukan pengecekan stock bahan bakar solar untuk gensetmengadakan penyemprotan nyamuk secara berkalamelakukan electricity water drill untuk melakukan genset mengatur lift mengatur pompa airmelakukan perbaikan apabila adanya kerusahan listrik lift dsb,6,17,Close,maintenance electician,pria usia max tahunpendidikan min smk sederajat jurusan teknik elektromemiliki sim dan bersedia mobilememiliki pengetahuan mengenai arus kuat dan arus lemahpekerja keras jujur disiplin mampu bekerja dibawah tekanan ulet dan mau belajar,3900000,3600000,2,18,2,1,2,True,9,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
21,sales executive for hotel gunawangsa merr,2,19,Close,sales execuitve,femalegood lookingexperience in hospitality industry minimum year passionate loyalhas good personality attitudewilling to become key player in dynamic team and able to work as team able to work under pressure,3587000,3300000,1,1,1,7,1,True,7,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
22,becoming engineering staff at hotel gunawangsa merr,6,20,Close,engineering staff,graduate from electrical engineering with years minimum experiences in the same positionpreferable domicile in surabaya and surrounding areas good personality attitude teamworkpassionate loyalwilling to become key player in dynamic team able to work under pressureregister yourself http recruitment warnawarni co id send cv to email,3587000,3300000,1,7,1,7,1,True,11,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
26,membuat konsep dan koreksi surat surat perjanjian kontrak kerjasama dan yang sejenisnya,2,24,Close,legal staff,pendidikan minimal hukum lebih disukaiusia maksimal tahunpengalaman kerja min thmembuat konsep dan koreksi surat surat perjanjian kontrak kerjasama dan yang sejenisnyasiap kerja under pressurepenampilan menarikpenempatan surabaya,4000000,3600000,1,19,1,1,1,False,6,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
27,memahami dan mampu mempersiapkan persyaratan jual beli dan perikatan dengan bank dan sanggup melaksanakan prosesnya dalam hal ini bagian legal kerjasama dengan notaris ppat yang ditunjuk untuk melaksanakan jual beli dan melengkapi persyaratan akad kredit sesuai ketentuan bank kreditur mengkoordinir staf legal agar pekerjaan berjalan sesuai dengan arahan atasan mensupport dan mengelolah dokumen perusahaan khususnya yang berhubungan dengan perjanjian kerjasama maupun legal contract mereview legal contract perjanjian kerjasama dan dokumen legal lain yang berhubungan dengan project perusahaan dimana ditempatkan melakukan tugas clerical secara umum termasuk tetapi tidak terbatas pada fotocopy faks surat menyurat dan filling dokumen menguasai pembuatan dan review surat perjanjian beserta monitoring validitasnya penyelesaian sengketa hukum perusahaan memahami dengan baik undang undang dan segala peraturan pertanahan hukum perpajakan dan peraturan yang berhubungan dengan pembangunan proyek properti pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan,2,24,Close,legal supervisor,usia maksimal tahuns hukumpengalaman minimal tahun berpengalaman dibidang yang sama lebih disukaidisiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skillsudah dapat dan join per tgl agustus,7000000,5500000,1,13,1,3,1,True,6,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
28,melakukan proses rekrutmen dari mulai sortir kandidat interview dan psikotesmembuat laporan mingguan rekrutmenmembuat kontrak awalmaintain database hrdmendaftarkan karyawan baru bpjs kesehatan dan ketenagakerjaan,2,14,Close,hrd,usia maksimal tahunpendidikan minimal psikologi atau hukumpengalaman minimal tahunmemahami proses rekrutmen dan seleksi karyawan alat tes psikologi mengerti pengurusan bpjs kesehatan dan ketenagakerjaan payroll pembuatan pkwt pkwttlebih disukai memahami penanganan iso tegas disiplin ulet pekerja keras komunikatif mandirimampu bekerja dibawah tekanandapat mempelajari hal yang baru dengan cepat,4500000,3900000,2,8,2,1,2,True,3,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
29,melakukan administrasi webmelakukan update terkait perbaruan perbaruan mengenai pt warna warni melalui media sosialmelakukan administrasi secara online,4,25,Close,admin it,minimal management informatikaberpengalaman mengenai administrasi webmampu menggunakan media sosialpaham administrasi secara onlinepaham mengenai jaringan internetpaham mengenai cara merapihkan aset aset kantor,3900000,3600000,1,8,2,1,2,True,4,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
30,mengerti dan memahami peraturan perundangan yang berlaku beserta proses pengurusannya termasuk melakukan pengurusan seluruh perijinan yang dibutuhkan perusahaan menjaga hubungan baik dengan lingkungan sekitar perusahaan dan dengan pemerintah daerah setempat mendukung seluruh kegiatan operasional kantor dengan melakukan proses pengadaan seluruh peralatan kebutuhan kerja seperti atk komputer meja kursi kerja ac dst maupun sarana atau fasilitas penunjang lain seperti kendaraan operasional office boy satpam operator telpon dst dengan cepat akurat berkualitas serta sesuai dengan anggaran yang ditentukan melakukan analisa kebutuhan anggaran atas pengadaan dan pemeliharaan seluruh fasilitas dan sarana penunjang aktivitas perusahaan untuk kemudian diajukan kepada bagian keuangan dan manajemen perusahaan untuk dianggarkan dan disetujui membuat menjalankan dan mengembangkan sistem kerja atau prosedur atas pengadaan dan pemeliharaan fasilitas penunjang kerja melakukan pencatatan dan pelaporan aset perusahaan mampu merencanakan jadwal pemeliharaan fasilitas perusahaan dan memperbaiki kerusakan merencanakan jadwal inspeksi aset perusahaan dan melaporkan ke departemen terkait menyiapkan laporan bulanan untuk keperluan rapat anggaran laporan keuangan atas aset dan beban biaya kantor,2,26,Close,chief ga,usia maksimal tahunpendidikan minimal semua jurusanmemimiliki pengalaman di posisi yang sama minuimal tahunmengerti tentang kelistrikanmemiliki jaringan yang luas dengan vendor vendor perusahaanmampu bekerja dengan tim maupun individujujur disiplin pekerja keras dan mampu bekerja dibawah tekananmemiliki inisiatif yang baik motivasi dan integritas yang tinggi,6000000,5000000,1,13,1,3,1,True,7,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
31,menjalin dan membina hubungan baik dengan semua penghuni baik pemilik maupun penyewa di gunawangsa apartment menerima keluhan dari penghuni baik tertulis maupun lisan dan menindaklanjuti setiap keluhan sampai tuntas sesuai dengan prosedur yang ada memahami dengan baik dan benar gunawangsa apartment house rules regulations serta perubahan perubahan ketentuan yang ada di dalamnya memahami dan menjalani semua prosedur prosedur yang ada melakukan kerjasama dan koordinasi dengan departemen departemen lain untuk dapat memberikan pelayanan yang terbaik kepada semua penghuni membantu chief tenant relation mendata kendaraan penghuni dan pengurusan sticker decal mendata semua karyawan penghuni dan perubahannya serta menyiapkan kartu identitas untuk karyawan penghuni membantu finance accounting department untuk mengingatkan penghuni atas keterlambatan pembayaran membantu chief tenant relation memonitor dan menyelia security dalam menjalankan tugas mereka membantu chief tenant relation memonitor cara kerja dan effektivitas kerja dari engineering membantu chief tenant relation menyiapkan sirkulasi edaran kepada penghuni dalam hal peraturan pemberitahuan dan lain lain setelah disetujui oleh building manager dan atau general manager membantu chief tenant relation membuat rencana tahunan untuk kegiatan kegiatan bersama dengan penghuni dan turut serta aktif dalam kepanitiaannya pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan,4,23,Close,tenant relation,usia maksimal tahunpendidikan semua jurusanpengalaman minimal tahun diposisi yang sama lebih diutamakanpenampilan menarikmenguasai microsoft office memiliki kemampuan komunikasi yang baik bertanggung jawab teliti jujur dan disiplinmampu berbahasa inggrissudah join per tgl oktober,4000000,3600000,1,13,1,3,1,True,7,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
32,memasak orderan customermemastikan bahawa makanan yang disajikan rasanya sudah sesuai standar yang berlaku,6,28,Close,cook resto,laki lakipengalaman sebagai cook minimal tahunmemiliki jiwa pemimpinsiap bekerja dibawah tekananbertanggung jawab penuh terhadap aktifitas kitchen,3500000,2000000,5,26,2,10,2,True,1,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
33,membuat kopi dan late art,6,33,Close,barista resto,laki laki perempuanpengalaman sebagai barista min tahunmengetahui mengenai dasar dasar kopibisa late art lebih diutamakangood lookingkreatif pekerja keras dan disiplin,3000000,2000000,2,26,2,10,2,True,7,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
34,melakukan greeting kepada customermemberikan menu kepada customermelakukan order makananmenghidangkan makanan ke customermenerima kritikan dan saran dari customer,6,30,Close,waiter waitress resto,laki laki perempuanusia maksimal tahungood lookingkreatif pekerja keras dan disiplinkomunikatif dan murah senyum,2500000,2000000,5,26,2,10,2,True,7,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
35,menyusun surat somasipengalaman mengikuti proses persidangan baik pidana maupun persidangan perdata pengalaman membuat laporan polisi,2,24,Close,legal litigasi,usia min th dengan lulusan hukummenguasai bhs inggrismampu menyusun review legal letterlebih disukai memiliki pengalaman litigasi di pengadilanterbiasa menangani kasus penipuan dan penggelapanbisa memberikan second opinion kepada perusahaanipk min skala tegas disiplin bertanggung jawabmampu bekerja secara tim atau individusiap bekerja dibawah tekananmemiliki sertifikat pendidikan khusus profesi advokat pkpa,5500000,4500000,1,19,2,1,2,True,6,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
36,membahas dan menilai kebaikan dan ketepatan pelaksanaan pengendalian akuntansi keuangan serta operasi meyakinkan apakah pelaksanaan sesuai dengan kebijaksanaan rencana dan prosedur yang ditetapkan menyakinkan apakah kekayaan perusahaan organisasi dipertanggungjawabkan dengan baik dan dijaga dengan aman terhadap segala kemungkinan resiko kerugian menyakinkan tingkat kepercayaan akuntansi dan cara lainnya yang dikembangkan dalam organisasi menilai kwalitas pelaksanaan tugas dan tanggung jawab yang telah dibebankan,2,22,Close,accounting auditor senior,usia maksimal tahunpendidikan minimal akuntansiipk minimal pengalaman kerja tahunbisa membuat laporan keuanganberpengalaman sebagai audit lebih disukaipenempatan surabayatidak keberatan perjalalanan dinas ke jakarta,6000000,5000000,1,8,1,1,1,True,2,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
37,membuat video slide gambar teks singkat untuk kebutuhan promosi di youtubemembuat video kreatif berdurasi pendek sedang sesuai kebutuhanmembuat mengedit video dari hasil shooting kamera sesuai kebutuhanmenambahkan animasi pada hasil pembuatan hasil editan videomembuat company profile yang unik dan kreatif,4,34,Close,design graphic,usia maksimal tahunlulusan minimal bidang terkait fresh graduate boleh melamar untuk lulusan smu boleh melamar asalkan memiliki kelebihan lain misalnya selain membuat mengedit video juga jago desain grafis memahami dan menguasai berbagai software pembuatan videomemiliki penglihatan yang baik dapat membedakan warna dengan baik mengerti secara jelas tentang ukuran layar video sesuai kebutuhanpemilihan warna dan penggunaan animasi yang tepatpenampilan menarik rapi percaya diri aktif dan berinisiatif tinggijujur bertanggung jawab dapat diandalkan pintar dan kreatifbisa bekerja cepat mandiri maupun bekerja sama dengan timpribadi yang tangguh tidak gampang menyerah tidak suka komplain punya semangat kerja tinggimampu bekerja dengan deadline yang ketat bersedia lembur jika ada tugas yang urgentkandidat yang memiliki kemampuan bahasa asing yang baik inggris mandarin akan diprioritaskan,4200000,3900000,2,16,2,1,2,True,14,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
38,membuat laporan mengajar dan administrasi ke pihak management mengembangkan mensupervisi dan mengimplementasikan program yang berlakumengikuti petunjuk mengajar yang berlakumelakukan evaluasi dan maintain perkembangan murid,2,27,Close,english teacher,pengalaman tahun sebagai teacher di preschool fresh graduate boleh melamar latar belakang pendidikan pendidikan anak usia dini lebih di disukaibersedia bekerja di hari sabtu tertarik dengan anak anakmau mempelajari hal hal yang barumemiliki kemampuan komunikasi dengan bahasa inggris,6500000,4000000,2,27,2,9,2,True,7,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
39,melakukan administrasi berkas berkas gamelakukan check list driver,4,26,Close,admin general affair,laki laki atau perempuan maksimal usia thminimal pendidikan diploma atau sederajat setidaknya memiliki pengalaman tahun sebagai ga fresh graduate boleh melamar multi tasking dan mau belajarmemiliki pengetahuan mengenai vehicle kendaraan memiliki kemampuan analisa dan administrasi yang baiksiap bekerja dibawah tekanan,4200000,3800000,1,18,2,1,2,True,7,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
40,menerima teleponmenerima tamumengantarkan tamumenerima surat surat yang masukmelakukan pengarsipan,6,9,Close,receptionist,perempuan maksimal tahunmemiliki pengalaman setidaknya tahunberpenampilan menariksmartmemiliki kemampuan administrasi yang baik,3600000,3300000,2,18,2,1,2,True,7,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
41,melakukan analisa,4,35,Close,staff research development,laki laki atau perempuanusia maksimal tahunmemiliki kemampuan analisa yang kuatmemiliki kemampuan negosiasi yang baik mampu bekerja dibawah tekananbersedia bekerja mobile,4500000,4200000,1,21,2,1,2,True,7,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
43,membuat aplikasi sesuai dengan kebutuhan perusahaan termasuk existing aplikasimewujudkan desain web menjadi system yang berfungsi dengan baik,2,8,Close,web programmer,usia maksimal tahunpendidikan teknik informatika ilmu komputerpengalaman minimal tahun dalam membangun aplikasi webmenguasai pemograman php html my sql dllpenempatan surabaya,4500000,3600000,1,8,1,1,1,False,4,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
44,menyusun dan membuat laporan keuanganmenyusun dan membuat laporan perpajakan perusahaanmenyusun dan membuat anggaran pengeluaran perusahaan secara periodik menyusun dan membuat surat surat yang berhubungan dengan perbankan dan kemampuan keuangan perusahaan,2,22,Close,sekretaris accounting,usia maksimal tahunpendidikan miimal akuntansibisa membuat laporan keuanganpengalaman selama tahun dibidang yang samapenampilan menarikterbiasa bekerja dengan deadlinecermat tekun detail teliti,5000000,4500000,1,23,1,1,1,True,2,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
45,becoming secretary for director of operations,4,5,Close,executive secretary,femalegood lookingexperience in hospitality industry minimum year passionate loyalhas good personality attitudewilling to become key player in dynamic team and able to work as team able to work under pressure,3587000,3587000,1,1,1,7,1,False,5,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
46,membuat gambar kerja pelaksanaanmembuat rencana anggaran biayamembuat rencana kerja dan syarat syarat pelaksanaan bangunan,2,37,Close,perencana proyek,teknik sipil perencanaanmenguasai analisa struktur dan perhitungan biayamenguasai program komputer autocad staadpro sap dan lain lain yang sejenisdiutamakan pengalaman menangani proyek,4500000,4000000,1,29,1,1,1,True,8,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
47,membuat jalannya sistem dan prosedur akuntansi keuangan memonitor buku bank dan perubahan saldo setiap hari kerja mengawasi kegiatan harian akuntansi keuangan bulanan mengatur pelaksanaan perhitungan dan pembayaran pajak pajak ppn pph pbb memonitor penagihan utility service charge dan miscellaneous mengerjakan hal hal yang perlu mengenai keuangan akuntansi apabila diminta direksi atau apartment manager mengatur dan mengawasi cash flow membuat payment voucher dan giro serta transfer untuk pembayaran kepada supplier seteleh dokumen nya lengkap melakukan pembayaran untuk pln pdam pt telkom dan indosat serta pembayaran maintenance gedung menyiapkan memonitor dan mengevaluasi standard operation prosedur untuk departemen finance accounting bersama dengan building manager chief accounting memonitor tagihan setiap bulannya dan menangani surat menyurat penagihan sehari setelah jatuh tempo ii minggu setelah pemberitahuan pertama dan iii minggu setelah pemberitahuan kedua kepada residen yang tidak melakukan pembayaran tepat waktu membuat administrasi deposito berjangka mengawasi pelaksanaan pembelian pengadaan barang barang kebutuhan seluruh departemen mengecek kelengkapan dokumen yang diberikan purchasing sebelum dilakukan pembayaran seperti kwitansi materai faktur pajak surat jalan pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan mencatat transaksi kas bank harian membuat rekonsiliasi bank membuat standing journal yang terdiri dari service charge income electricity water prepaid expenses depreciation accrued expenses cleaning service pln pam maintenance lift maintenance bunga adjustment dan correction mencatat dan memposting semua transaksi keuangan ke general ledger menyusun laporan keuangan membuat jurnal spt masa ppn membuat aging schedule menyiapkan data data dan schedule untuk kebutuhan audit melakukan hal hal yang perlu apabila diminta oleh building manager membuat administrasi faktur pajak keluaran membuat perencanaan dan pelaksanaan proses kpa untuk konsumen membuka kerjasama dengan berbagai bank sebagai partner developer menjaga hubungan baik dengan semua bank mitra melakukan komunikasi aktif dengan konsumen berkaitan dengan proses kpa membantu proses administrasi kpa pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaanjoin per tgl november,2,22,Close,senior accounting,usia maksimal tahunpendidikan minimal akuntansipengalaman minimal tahun dibidang property lebih diutamakanteliti dan detail oriented,5000000,4000000,1,13,1,3,1,True,2,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
48,becoming executive housekeeping for gunawangsa hotel merr,4,38,Close,executive housekeeping,maleexperience in hospitality industry and executive housekeeping or asst executive housekeeping min yearhas leader abilityhas good personality attitudewilling to become key player in dynamic team and able to work as team,6000000,3587000,1,1,1,7,1,False,1,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
49,becoming executive housekeeping for gunawangsa hotel merr,4,38,Close,executive housekeeping,maleexperience in hospitality industry and executive housekeeping or asst executive housekeeping min yearhas leader abilityhas good personality attitudewilling to become key player in dynamic team and able to work as team,6000000,3587000,1,1,1,7,1,True,1,WarnaWarni,0.0,False,0,False,0,False,0,False,False,False,False,0,0
